InvoiceNo,InvoiceDate,CustomerID,CustomerSince,Country,PaymentMethod,Channel,StockCode,Description,Category,SubCategory,Quantity,UnitPrice,DiscountPct,PromoCode,TotalAmount
INV100125,2022-09-24 07:20:42,C1112,2021-06-28,United Kingdom,PayPal,Offline,P007,Headphones,Electronics,Audio,2,53.87,0.05,,102.353
INV100394,2024-11-08 08:12:17,C1267,2019-10-23,India,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,4,14.1,0.05,,53.58
INV100420,2022-09-10 06:56:30,C1322,2019-02-17,United Kingdom,Credit Card,Online,P012,Pen Set,Office Supplies,Stationery,4,88.22,0.0,,352.88
INV100552,2024-09-23 20:26:34,C1191,2018-04-09,United Kingdom,Debit Card,Offline,P013,Backpack,Accessories,Bags,1,96.99,0.0,,96.99
INV100903,2022-01-18 08:38:32,C1351,2018-11-24,United Kingdom,Debit Card,Offline,P006,Mechanical Keyboard,Electronics,Accessories,4,47.71,0.0,NEW10,190.84
INV100090,2024-03-16 05:00:05,C1313,2021-09-01,United Kingdom,Cash,Offline,P007,Headphones,Electronics,Audio,3,53.87,0.15,,137.36849999999998
INV100939,2024-01-08 23:46:40,C1224,2018-01-26,India,PayPal,Online,P002,USB-C Cable,Electronics,Accessories,6,21.12,0.0,,126.72
INV100181,2024-03-31 22:01:41,C1128,2020-09-04,United Kingdom,Credit Card,Offline,P004,Notebook,Office Supplies,Stationery,5,32.42,0.05,,153.995
INV100274,2024-08-13 02:05:26,C1332,2021-03-03,United Kingdom,Credit Card,Online,P008,Webcam,Electronics,Accessories,3,62.13,0.15,,158.4315
INV100895,2022-11-28 11:02:22,C1057,2020-02-21,United Kingdom,Credit Card,Offline,P002,USB-C Cable,Electronics,Accessories,2,21.12,0.0,,42.24
INV100069,2023-12-05 06:36:46,C1181,2018-11-05,United States,PayPal,Online,P018,Mouse Pad,Accessories,Accessories,4,130.35,0.05,,495.3299999999999
INV100291,2023-10-16 11:37:57,C1163,2020-06-09,United Kingdom,PayPal,Offline,P005,Office Chair,Furniture,Seating,2,42.19,0.0,,84.38
INV100131,2024-05-07 19:16:40,C1314,2021-08-11,United States,Debit Card,Offline,P007,Headphones,Electronics,Audio,4,53.87,0.0,,215.48
INV100300,2022-01-25 08:35:27,C1269,2019-08-17,India,Credit Card,Online,P010,Monitor 24in,Electronics,Displays,4,73.71,0.3,,206.38799999999998
INV100424,2024-01-09 00:23:59,C1270,2018-07-24,United Kingdom,Cash,Offline,P008,Webcam,Electronics,Accessories,2,62.13,0.15,,105.621
INV100326,2023-06-13 01:22:31,C1140,2020-10-20,United States,Credit Card,Offline,P014,Smart Speaker,Electronics,Audio,2,102.93,0.15,,174.981
INV100144,2023-05-29 16:56:06,C1393,2021-11-09,United Kingdom,Bank Transfer,Online,P020,HDMI Cable,Electronics,Accessories,1,145.37,0.0,,145.37
INV100423,2024-08-05 13:51:11,C1202,2019-09-04,United Kingdom,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,4,14.1,0.0,,56.4
INV100580,2022-10-20 21:51:21,C1034,2019-08-22,United Kingdom,Credit Card,Online,P008,Webcam,Electronics,Accessories,9,62.13,0.0,NEW10,559.1700000000001
INV100135,2022-12-03 20:37:56,C1044,2019-11-14,Germany,Debit Card,Online,P013,Backpack,Accessories,Bags,4,96.99,0.0,,387.96
INV100450,2022-01-08 10:57:41,C1375,2020-08-02,United States,Credit Card,Online,P009,External HDD,Electronics,Storage,3,66.06,0.2,,158.544
INV100164,2024-09-07 20:28:40,C1082,2023-05-01,United States,Debit Card,Online,P007,Headphones,Electronics,Audio,3,53.87,0.0,,161.60999999999999
INV100028,2023-11-19 15:32:20,C1154,2018-12-14,United Kingdom,Debit Card,Offline,P005,Office Chair,Furniture,Seating,4,42.19,0.3,,118.13199999999999
INV100773,2023-06-10 23:20:53,C1153,2019-10-31,United Kingdom,Cash,Online,P008,Webcam,Electronics,Accessories,11,62.13,0.0,,683.4300000000001
INV100193,2023-03-13 20:42:36,C1208,2021-09-15,United Kingdom,Debit Card,Offline,P009,External HDD,Electronics,Storage,2,66.06,0.05,SUMMER20,125.514
INV100388,2023-11-16 03:42:59,C1192,2022-01-25,United Kingdom,Credit Card,Offline,P005,Office Chair,Furniture,Seating,3,42.19,0.0,,126.57
INV100852,2022-07-21 11:56:25,C1174,2018-11-29,United Kingdom,Credit Card,Online,P015,Tablet 10in,Electronics,Computing,3,112.27,0.0,,336.81
INV100169,2024-07-14 06:13:49,C1239,2019-05-26,United Kingdom,Credit Card,Online,P017,Standing Desk,Furniture,Desks,1,126.42,0.0,WELCOME5,126.42
INV100705,2022-03-26 09:55:44,C1264,2021-01-28,United States,Credit Card,Online,P019,Planner 2024,Office Supplies,Stationery,3,136.97,0.05,,390.36449999999996
INV100140,2023-09-25 07:23:20,C1176,2020-02-04,United Kingdom,Credit Card,Online,P011,Desk Lamp,Home,Lighting,4,83.71,0.0,NEW10,334.84
INV100173,2023-08-30 12:18:41,C1176,2019-07-30,Australia,Credit Card,Online,P002,USB-C Cable,Electronics,Accessories,1,21.12,0.1,,19.008000000000003
INV100006,2023-07-29 10:49:43,C1370,2020-02-21,United Kingdom,Credit Card,Online,P019,Planner 2024,Office Supplies,Stationery,4,136.97,0.1,,493.092
INV100745,2022-07-14 08:26:28,C1353,2021-04-18,United Kingdom,Credit Card,Online,P015,Tablet 10in,Electronics,Computing,2,112.27,0.0,,224.54
INV100478,2023-03-07 06:12:32,C1025,2018-02-02,United Kingdom,Credit Card,Online,P007,Headphones,Electronics,Audio,4,53.87,0.05,,204.706
INV100073,2023-11-01 07:05:52,C1143,2021-09-02,United States,Debit Card,Offline,P015,Tablet 10in,Electronics,Computing,2,112.27,0.0,,224.54
INV100910,2023-10-31 00:01:49,C1111,2018-11-21,United Kingdom,Credit Card,Online,P015,Tablet 10in,Electronics,Computing,2,112.27,0.2,VIP15,179.632
INV100813,2023-12-06 18:18:02,C1395,2020-04-21,United Kingdom,Debit Card,Online,P013,Backpack,Accessories,Bags,3,96.99,0.15,,247.32449999999997
INV100238,2023-11-25 10:48:24,C1101,2019-04-17,India,Debit Card,Online,P017,Standing Desk,Furniture,Desks,1,126.42,0.0,SUMMER20,126.42
INV100145,2024-10-06 03:24:28,C1266,2019-05-16,United Kingdom,Credit Card,Online,P013,Backpack,Accessories,Bags,3,96.99,0.15,SUMMER20,247.32449999999997
INV100792,2022-02-10 01:56:09,C1286,2018-02-09,United Kingdom,Credit Card,Online,P009,External HDD,Electronics,Storage,3,66.06,0.0,SUMMER20,198.18
INV100234,2023-07-06 19:53:58,C1292,2021-06-14,Spain,PayPal,Online,P020,HDMI Cable,Electronics,Accessories,1,145.37,0.0,SUMMER20,145.37
INV100220,2023-10-26 12:05:20,C1030,2019-05-26,United Kingdom,Bank Transfer,Online,P017,Standing Desk,Furniture,Desks,3,126.42,0.0,VIP15,379.26
INV100923,2022-07-13 22:56:30,C1058,2018-06-29,Spain,Debit Card,Online,P005,Office Chair,Furniture,Seating,2,42.19,0.15,,71.723
INV100500,2022-07-25 18:00:51,C1349,2021-08-25,United Kingdom,Cash,Offline,P015,Tablet 10in,Electronics,Computing,2,112.27,0.0,,224.54
INV100132,2024-12-16 14:20:53,C1393,2019-05-28,France,Credit Card,Online,P019,Planner 2024,Office Supplies,Stationery,1,136.97,0.0,,136.97
INV100990,2022-08-17 20:21:48,C1066,2018-09-27,United Kingdom,Credit Card,Offline,P009,External HDD,Electronics,Storage,2,66.06,0.0,,132.12
INV100774,2022-01-06 09:54:15,C1055,2020-02-03,Spain,Credit Card,Offline,P017,Standing Desk,Furniture,Desks,4,126.42,0.1,,455.112
INV100185,2023-05-11 17:44:17,C1292,2019-06-26,United States,Debit Card,Offline,P005,Office Chair,Furniture,Seating,4,42.19,0.0,,168.76
INV100041,2023-09-15 01:25:12,C1207,2020-04-19,India,Credit Card,Online,P007,Headphones,Electronics,Audio,4,53.87,0.1,,193.932
INV100696,2023-01-18 07:34:38,C1129,2019-05-07,United Kingdom,Debit Card,Offline,P011,Desk Lamp,Home,Lighting,5,83.71,0.0,,418.54999999999995
INV100108,2022-12-10 15:15:56,C1160,2019-10-10,India,Credit Card,Online,P014,Smart Speaker,Electronics,Audio,5,102.93,0.0,,514.6500000000001
INV100588,2023-07-10 13:43:55,C1110,2019-08-12,Spain,Credit Card,Online,P020,HDMI Cable,Electronics,Accessories,3,145.37,0.05,VIP15,414.3045
INV100056,2024-03-26 09:53:51,C1175,2018-04-30,India,Debit Card,Online,P018,Mouse Pad,Accessories,Accessories,1,130.35,0.0,NEW10,130.35
INV100405,2023-11-20 05:09:49,C1183,2019-12-22,United Kingdom,Debit Card,Online,P013,Backpack,Accessories,Bags,4,96.99,0.05,,368.56199999999995
INV100442,2024-06-19 07:28:23,C1153,2021-12-16,Germany,Debit Card,Online,P004,Notebook,Office Supplies,Stationery,2,32.42,0.05,SUMMER20,61.598
INV100757,2022-03-31 05:13:31,C1089,2020-05-04,United States,Credit Card,Offline,P012,Pen Set,Office Supplies,Stationery,3,88.22,0.0,,264.65999999999997
INV100997,2024-01-12 12:37:06,C1282,2019-09-13,France,Bank Transfer,Online,P011,Desk Lamp,Home,Lighting,5,83.71,0.0,,418.54999999999995
INV100024,2022-02-25 14:49:14,C1203,2020-09-07,Australia,Credit Card,Online,P019,Planner 2024,Office Supplies,Stationery,4,136.97,0.2,,438.30400000000003
INV100467,2024-10-16 01:12:43,C1279,2020-12-09,Spain,Credit Card,Online,P020,HDMI Cable,Electronics,Accessories,4,145.37,0.0,,581.48
INV100539,2024-08-06 20:55:05,C1210,2023-01-24,United States,PayPal,Online,P018,Mouse Pad,Accessories,Accessories,5,130.35,0.1,SUMMER20,586.575
INV100531,2024-10-23 16:15:05,C1149,2018-09-30,Spain,Debit Card,Online,P012,Pen Set,Office Supplies,Stationery,3,88.22,0.0,,264.65999999999997
INV100618,2024-10-23 08:26:46,C1163,2021-09-25,United States,Credit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,1,47.71,0.0,,47.71
INV100694,2024-08-16 06:30:51,C1019,2018-12-27,Germany,Debit Card,Offline,P015,Tablet 10in,Electronics,Computing,14,112.27,0.0,VIP15,1571.78
INV100926,2022-01-05 12:01:40,C1048,2018-06-29,United Kingdom,Cash,Offline,P006,Mechanical Keyboard,Electronics,Accessories,4,47.71,0.15,,162.214
INV100338,2024-07-26 17:59:55,C1318,2021-08-09,United Kingdom,Debit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,3,47.71,0.0,,143.13
INV100051,2022-08-06 07:33:36,C1089,2018-11-16,United States,PayPal,Online,P004,Notebook,Office Supplies,Stationery,2,32.42,0.0,WELCOME5,64.84
INV100507,2024-10-10 15:50:23,C1121,2020-09-04,Spain,Credit Card,Online,P007,Headphones,Electronics,Audio,2,53.87,0.0,,107.74
INV100516,2022-05-11 05:31:39,C1392,2018-07-02,United Kingdom,PayPal,Online,P005,Office Chair,Furniture,Seating,3,42.19,0.05,SUMMER20,120.24149999999999
INV100920,2024-05-04 08:40:42,C1083,2020-06-01,United Kingdom,PayPal,Online,P004,Notebook,Office Supplies,Stationery,2,32.42,0.0,WELCOME5,64.84
INV100781,2024-10-09 08:47:12,C1022,2022-12-17,Australia,Debit Card,Online,P020,HDMI Cable,Electronics,Accessories,5,145.37,0.1,,654.1650000000001
INV100264,2024-02-22 05:45:54,C1152,2019-02-16,United Kingdom,Credit Card,Online,P017,Standing Desk,Furniture,Desks,2,126.42,0.0,,252.84
INV100817,2022-08-15 17:38:26,C1252,2020-10-21,United Kingdom,Credit Card,Online,P004,Notebook,Office Supplies,Stationery,3,32.42,0.0,VIP15,97.26
INV100710,2024-03-15 12:31:17,C1349,2022-01-23,United Kingdom,Credit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,4,47.71,0.1,,171.756
INV100682,2023-01-10 04:24:07,C1316,2021-01-03,France,Debit Card,Online,P017,Standing Desk,Furniture,Desks,2,126.42,0.0,,252.84
INV100832,2022-05-09 10:52:42,C1280,2020-11-18,United States,Credit Card,Online,P011,Desk Lamp,Home,Lighting,3,83.71,0.25,,188.3475
INV100518,2022-06-02 17:56:06,C1289,2020-07-01,United States,Credit Card,Online,P019,Planner 2024,Office Supplies,Stationery,2,136.97,0.05,,260.243
INV100447,2024-12-01 04:50:01,C1394,2021-07-10,United States,Debit Card,Online,P004,Notebook,Office Supplies,Stationery,2,32.42,0.1,,58.356
INV100018,2023-03-29 15:40:16,C1391,2019-03-05,Spain,PayPal,Offline,P012,Pen Set,Office Supplies,Stationery,2,88.22,0.0,,176.44
INV100715,2024-02-16 21:44:47,C1349,2018-12-25,United Kingdom,Bank Transfer,Online,P014,Smart Speaker,Electronics,Audio,2,102.93,0.0,,205.86
INV100483,2024-05-13 00:34:37,C1074,2022-01-21,United Kingdom,Credit Card,Online,P016,Coffee Mug,Home,Kitchen,4,119.76,0.0,,479.04
INV100568,2022-11-27 21:35:37,C1036,2018-01-21,United States,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,7,14.1,0.15,,83.895
INV100433,2023-08-11 17:13:00,C1398,2021-04-19,United Kingdom,Credit Card,Offline,P018,Mouse Pad,Accessories,Accessories,1,130.35,0.0,,130.35
INV100367,2023-07-21 20:21:22,C1248,2018-05-02,Germany,Credit Card,Offline,P001,Wireless Mouse,Electronics,Accessories,1,14.1,0.0,VIP15,14.1
INV100083,2023-10-25 09:17:55,C1120,2020-09-08,Germany,Cash,Online,P017,Standing Desk,Furniture,Desks,2,126.42,0.05,VIP15,240.19799999999998
INV100061,2022-07-20 07:39:25,C1223,2020-12-12,United Kingdom,Cash,Online,P014,Smart Speaker,Electronics,Audio,6,102.93,0.0,,617.58
INV100638,2022-12-01 18:13:18,C1105,2019-04-24,United Kingdom,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,2,14.1,0.2,SUMMER20,22.560000000000002
INV100272,2022-03-01 07:32:13,C1091,2020-02-23,India,PayPal,Online,P013,Backpack,Accessories,Bags,4,96.99,0.0,,387.96
INV100285,2024-03-26 10:42:10,C1085,2019-11-08,Australia,Credit Card,Online,P017,Standing Desk,Furniture,Desks,3,126.42,0.05,,360.29699999999997
INV100360,2023-11-07 20:39:33,C1355,2020-09-07,Spain,Credit Card,Online,P019,Planner 2024,Office Supplies,Stationery,2,136.97,0.15,,232.849
INV100354,2024-12-10 11:11:24,C1120,2024-01-12,Australia,Debit Card,Online,P008,Webcam,Electronics,Accessories,3,62.13,0.0,VIP15,186.39000000000001
INV100456,2024-04-18 01:54:04,C1148,2020-02-24,United Kingdom,Credit Card,Online,P018,Mouse Pad,Accessories,Accessories,3,130.35,0.0,SUMMER20,391.04999999999995
INV100278,2024-10-01 13:17:07,C1194,2022-05-27,United Kingdom,Cash,Offline,P001,Wireless Mouse,Electronics,Accessories,2,14.1,0.0,,28.2
INV100012,2022-03-06 16:34:38,C1108,2018-10-30,Spain,PayPal,Online,P002,USB-C Cable,Electronics,Accessories,3,21.12,0.0,VIP15,63.36
INV100182,2022-04-29 05:34:59,C1048,2019-03-05,India,Credit Card,Offline,P011,Desk Lamp,Home,Lighting,4,83.71,0.0,WELCOME5,334.84
INV100368,2024-01-21 06:57:39,C1236,2018-09-27,Germany,Credit Card,Online,P015,Tablet 10in,Electronics,Computing,1,112.27,0.2,,89.816
INV100881,2024-12-10 17:46:08,C1038,2019-03-28,United Kingdom,PayPal,Online,P018,Mouse Pad,Accessories,Accessories,2,130.35,0.0,NEW10,260.7
INV100615,2023-06-25 20:51:52,C1061,2019-07-07,Australia,Credit Card,Offline,P003,Laptop Stand,Electronics,Accessories,3,27.94,0.0,VIP15,83.82000000000001
INV100223,2023-10-11 16:49:20,C1014,2018-11-14,Spain,Credit Card,Online,P016,Coffee Mug,Home,Kitchen,1,119.76,0.05,NEW10,113.772
INV100572,2024-06-02 06:02:36,C1252,2018-05-27,United Kingdom,Credit Card,Online,P012,Pen Set,Office Supplies,Stationery,5,88.22,0.2,,352.88000000000005
INV100970,2024-01-21 16:59:09,C1054,2022-10-17,India,Credit Card,Online,P005,Office Chair,Furniture,Seating,2,42.19,0.05,,80.16099999999999
INV100653,2024-12-04 05:20:05,C1109,2022-08-06,Germany,Debit Card,Offline,P015,Tablet 10in,Electronics,Computing,1,112.27,0.0,WELCOME5,112.27
INV100545,2023-12-07 04:23:19,C1384,2018-07-18,Spain,Credit Card,Online,P003,Laptop Stand,Electronics,Accessories,3,27.94,0.0,,83.82000000000001
INV100582,2024-03-23 15:26:04,C1393,2020-12-01,Germany,Credit Card,Offline,P005,Office Chair,Furniture,Seating,3,42.19,0.0,,126.57
INV100633,2024-11-24 10:34:39,C1100,2021-12-29,United Kingdom,PayPal,Offline,P001,Wireless Mouse,Electronics,Accessories,1,14.1,0.0,,14.1
INV100176,2024-08-17 17:20:48,C1236,2019-06-27,United States,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,3,14.1,0.1,,38.07
INV100665,2023-11-03 05:21:14,C1079,2019-07-15,India,Credit Card,Offline,P002,USB-C Cable,Electronics,Accessories,3,21.12,0.05,,60.192
INV100673,2024-03-14 20:09:37,C1144,2019-01-07,France,Credit Card,Offline,P015,Tablet 10in,Electronics,Computing,4,112.27,0.15,,381.71799999999996
INV100585,2024-09-11 03:12:17,C1084,2021-07-28,United States,Debit Card,Online,P017,Standing Desk,Furniture,Desks,2,126.42,0.1,NEW10,227.556
INV100873,2023-10-23 17:27:39,C1075,2023-03-22,Germany,Credit Card,Online,P003,Laptop Stand,Electronics,Accessories,1,27.94,0.0,SUMMER20,27.94
INV100393,2024-07-16 04:56:38,C1266,2020-08-01,United Kingdom,Debit Card,Online,P004,Notebook,Office Supplies,Stationery,2,32.42,0.0,NEW10,64.84
INV100163,2023-03-26 19:37:22,C1319,2019-08-24,Spain,Credit Card,Offline,P012,Pen Set,Office Supplies,Stationery,2,88.22,0.0,,176.44
INV100248,2024-10-18 14:04:34,C1325,2021-12-19,India,Cash,Online,P014,Smart Speaker,Electronics,Audio,5,102.93,0.0,NEW10,514.6500000000001
INV100634,2022-10-13 20:07:17,C1028,2019-03-17,United States,Credit Card,Online,P019,Planner 2024,Office Supplies,Stationery,2,136.97,0.1,,246.546
INV100885,2022-07-11 16:08:36,C1210,2018-12-22,United Kingdom,Credit Card,Online,P008,Webcam,Electronics,Accessories,4,62.13,0.1,,223.668
INV100669,2024-06-15 08:03:22,C1222,2019-10-08,India,Credit Card,Online,P002,USB-C Cable,Electronics,Accessories,1,21.12,0.0,,21.12
INV100375,2023-07-19 02:27:24,C1087,2019-11-17,United States,Debit Card,Offline,P007,Headphones,Electronics,Audio,3,53.87,0.1,,145.44899999999998
INV100412,2023-01-07 09:43:24,C1265,2018-04-03,United States,Credit Card,Online,P012,Pen Set,Office Supplies,Stationery,2,88.22,0.15,,149.974
INV100074,2022-10-08 07:51:29,C1391,2018-11-04,Germany,Debit Card,Offline,P013,Backpack,Accessories,Bags,2,96.99,0.0,,193.98
INV100113,2024-04-17 03:26:09,C1241,2018-05-04,Spain,PayPal,Online,P007,Headphones,Electronics,Audio,2,53.87,0.0,VIP15,107.74
INV100598,2023-08-14 06:07:20,C1280,2019-09-17,United Kingdom,PayPal,Offline,P015,Tablet 10in,Electronics,Computing,2,112.27,0.0,SUMMER20,224.54
INV100961,2022-01-24 15:08:54,C1032,2018-02-02,United States,Debit Card,Online,P015,Tablet 10in,Electronics,Computing,3,112.27,0.2,,269.44800000000004
INV100390,2024-02-01 22:39:39,C1301,2019-09-14,United States,PayPal,Offline,P016,Coffee Mug,Home,Kitchen,3,119.76,0.0,,359.28000000000003
INV100104,2022-07-19 23:09:54,C1161,2019-12-19,United Kingdom,Credit Card,Offline,P001,Wireless Mouse,Electronics,Accessories,2,14.1,0.0,,28.2
INV100114,2023-12-22 15:23:51,C1377,2023-05-04,United Kingdom,Credit Card,Offline,P009,External HDD,Electronics,Storage,2,66.06,0.05,,125.514
INV100417,2023-10-12 11:44:29,C1258,2021-03-03,United Kingdom,Debit Card,Offline,P019,Planner 2024,Office Supplies,Stationery,3,136.97,0.0,NEW10,410.90999999999997
INV100525,2024-07-19 09:08:28,C1355,2021-04-26,Germany,Debit Card,Offline,P007,Headphones,Electronics,Audio,4,53.87,0.2,,172.38400000000001
INV100457,2022-02-21 00:28:00,C1087,2020-05-28,United States,Cash,Online,P017,Standing Desk,Furniture,Desks,3,126.42,0.0,,379.26
INV100409,2023-03-14 05:48:51,C1286,2019-10-22,United Kingdom,Credit Card,Offline,P002,USB-C Cable,Electronics,Accessories,1,21.12,0.0,,21.12
INV100092,2022-12-17 01:22:14,C1220,2020-09-05,United States,Bank Transfer,Offline,P007,Headphones,Electronics,Audio,1,53.87,0.0,,53.87
INV100930,2023-12-31 05:10:20,C1285,2021-02-03,United Kingdom,Debit Card,Online,P013,Backpack,Accessories,Bags,6,96.99,0.1,,523.746
INV100089,2024-06-12 00:27:16,C1136,2018-05-28,Germany,Debit Card,Online,P010,Monitor 24in,Electronics,Displays,7,73.71,0.0,,515.9699999999999
INV100336,2022-10-09 18:35:09,C1238,2019-01-02,United States,PayPal,Online,P020,HDMI Cable,Electronics,Accessories,1,145.37,0.15,,123.5645
INV100988,2023-05-06 22:55:13,C1360,2018-09-24,United Kingdom,Credit Card,Online,P015,Tablet 10in,Electronics,Computing,2,112.27,0.05,,213.313
INV100921,2023-03-22 19:25:29,C1015,2020-03-31,Australia,Credit Card,Online,P002,USB-C Cable,Electronics,Accessories,1,21.12,0.1,,19.008000000000003
INV100933,2022-07-05 04:30:02,C1337,2022-01-06,United States,Credit Card,Online,P008,Webcam,Electronics,Accessories,3,62.13,0.2,NEW10,149.11200000000002
INV100605,2022-10-29 09:33:03,C1059,2019-10-28,United Kingdom,Debit Card,Online,P001,Wireless Mouse,Electronics,Accessories,4,14.1,0.1,,50.76
INV100593,2024-12-29 01:47:56,C1040,2019-04-09,United Kingdom,Debit Card,Online,P003,Laptop Stand,Electronics,Accessories,3,27.94,0.0,,83.82000000000001
INV100611,2023-01-11 16:00:23,C1069,2020-02-18,United Kingdom,Credit Card,Offline,P013,Backpack,Accessories,Bags,1,96.99,0.0,,96.99
INV100094,2024-09-16 00:35:26,C1277,2020-05-06,United Kingdom,Credit Card,Online,P008,Webcam,Electronics,Accessories,5,62.13,0.1,SUMMER20,279.58500000000004
INV100011,2024-01-16 03:59:08,C1061,2020-02-19,United States,Debit Card,Online,P003,Laptop Stand,Electronics,Accessories,4,27.94,0.0,SUMMER20,111.76
INV100396,2024-06-04 07:37:46,C1038,2021-07-27,United Kingdom,Cash,Online,P010,Monitor 24in,Electronics,Displays,2,73.71,0.0,,147.42
INV100533,2023-06-14 05:16:55,C1203,2019-09-17,France,Credit Card,Online,P010,Monitor 24in,Electronics,Displays,3,73.71,0.0,VIP15,221.13
INV100043,2024-12-24 00:15:57,C1375,2021-09-10,France,PayPal,Online,P008,Webcam,Electronics,Accessories,3,62.13,0.0,,186.39000000000001
INV100042,2023-11-24 18:27:14,C1018,2020-05-06,United Kingdom,Credit Card,Online,P012,Pen Set,Office Supplies,Stationery,3,88.22,0.05,NEW10,251.42699999999996
INV100329,2023-10-01 02:58:42,C1217,2020-09-26,Australia,PayPal,Online,P012,Pen Set,Office Supplies,Stationery,3,88.22,0.0,VIP15,264.65999999999997
INV100167,2024-10-16 15:51:32,C1271,2018-04-29,United States,PayPal,Online,P017,Standing Desk,Furniture,Desks,14,126.42,0.0,SUMMER20,1769.88
INV100497,2022-02-05 08:03:36,C1397,2019-07-18,United States,Credit Card,Online,P011,Desk Lamp,Home,Lighting,2,83.71,0.0,,167.42
INV100876,2024-08-21 04:40:47,C1303,2023-10-22,United Kingdom,Credit Card,Online,P019,Planner 2024,Office Supplies,Stationery,1,136.97,0.2,SUMMER20,109.57600000000001
INV100597,2024-08-20 12:20:29,C1235,2019-05-19,Germany,Credit Card,Online,P005,Office Chair,Furniture,Seating,3,42.19,0.0,,126.57
INV100756,2024-02-27 14:50:59,C1195,2019-06-05,United Kingdom,Credit Card,Online,P007,Headphones,Electronics,Audio,2,53.87,0.05,,102.353
INV100100,2022-04-02 09:15:45,C1333,2019-02-17,United States,Credit Card,Offline,P003,Laptop Stand,Electronics,Accessories,2,27.94,0.0,,55.88
INV100426,2022-03-26 06:46:31,C1115,2018-05-05,Germany,Credit Card,Offline,P011,Desk Lamp,Home,Lighting,2,83.71,0.15,,142.307
INV100178,2022-12-03 05:48:43,C1326,2019-01-30,United Kingdom,Credit Card,Online,P002,USB-C Cable,Electronics,Accessories,2,21.12,0.0,VIP15,42.24
INV100444,2024-07-08 15:37:11,C1093,2020-02-28,United Kingdom,PayPal,Offline,P013,Backpack,Accessories,Bags,2,96.99,0.05,,184.28099999999998
INV100416,2023-12-17 06:34:32,C1270,2019-01-19,Germany,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,2,14.1,0.0,,28.2
INV100870,2023-08-02 04:50:59,C1380,2018-09-16,India,Credit Card,Online,P009,External HDD,Electronics,Storage,3,66.06,0.0,,198.18
INV100882,2022-05-10 18:09:24,C1313,2018-02-25,Spain,Debit Card,Online,P008,Webcam,Electronics,Accessories,4,62.13,0.05,,236.094
INV100680,2023-04-17 12:15:08,C1297,2019-02-20,United States,Debit Card,Offline,P017,Standing Desk,Furniture,Desks,2,126.42,0.1,,227.556
INV100177,2022-09-11 16:56:00,C1137,2020-06-30,United Kingdom,Credit Card,Online,P019,Planner 2024,Office Supplies,Stationery,2,136.97,0.05,NEW10,260.243
INV100395,2024-12-15 20:07:35,C1169,2021-10-11,Germany,PayPal,Online,P005,Office Chair,Furniture,Seating,1,42.19,0.0,,42.19
INV100911,2024-09-05 12:31:15,C1143,2020-07-25,United Kingdom,Credit Card,Online,P015,Tablet 10in,Electronics,Computing,6,112.27,0.15,VIP15,572.577
INV100793,2024-01-07 16:32:25,C1084,2018-06-06,India,Credit Card,Offline,P003,Laptop Stand,Electronics,Accessories,3,27.94,0.0,,83.82000000000001
INV100960,2022-01-20 16:52:36,C1019,2019-03-19,United States,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,3,14.1,0.0,,42.3
INV100684,2024-01-21 05:25:50,C1319,2018-01-04,United Kingdom,Credit Card,Online,P005,Office Chair,Furniture,Seating,5,42.19,0.0,NEW10,210.95
INV100383,2023-08-12 04:36:24,C1357,2022-07-10,United Kingdom,Cash,Offline,P005,Office Chair,Furniture,Seating,4,42.19,0.0,,168.76
INV100956,2024-11-22 17:13:44,C1312,2023-10-27,United Kingdom,PayPal,Online,P012,Pen Set,Office Supplies,Stationery,1,88.22,0.15,VIP15,74.987
INV100751,2024-09-25 16:50:59,C1041,2021-10-27,United Kingdom,Cash,Online,P015,Tablet 10in,Electronics,Computing,3,112.27,0.0,,336.81
INV100257,2022-04-06 04:51:05,C1325,2018-11-05,United Kingdom,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,2,14.1,0.05,,26.79
INV100538,2023-07-12 03:20:37,C1133,2020-12-06,United Kingdom,Debit Card,Online,P013,Backpack,Accessories,Bags,3,96.99,0.05,,276.4215
INV100335,2024-03-08 19:30:55,C1322,2021-02-15,Germany,Credit Card,Online,P017,Standing Desk,Furniture,Desks,1,126.42,0.0,SUMMER20,126.42
INV100015,2022-11-10 16:08:14,C1118,2021-06-16,United Kingdom,Credit Card,Online,P002,USB-C Cable,Electronics,Accessories,2,21.12,0.0,,42.24
INV100324,2024-06-18 02:25:59,C1112,2018-08-09,France,Bank Transfer,Online,P001,Wireless Mouse,Electronics,Accessories,3,14.1,0.0,,42.3
INV100758,2022-10-02 19:57:41,C1110,2021-01-10,United Kingdom,Debit Card,Online,P017,Standing Desk,Furniture,Desks,4,126.42,0.0,,505.68
